gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source
ADH7	HGNC:256	P40394	ENSG00000196344	131	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ADIPOQ	HGNC:13633	Q15848	ENSG00000181092	9370	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
ADPRHL1	HGNC:21303	Q8NDY3	ENSG00000153531	113622	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ADSS2	HGNC:292	P30520	ENSG00000035687	159	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AFDN	HGNC:7137	P55196	ENSG00000130396	4301	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AHSG	HGNC:349	P02765	ENSG00000145192	197	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
AIF1	HGNC:352	P55008	ENSG00000204472	199	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
AIF1L	HGNC:28904	Q9BQI0	ENSG00000126878	83543	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
AKAP10	HGNC:368	O43572	ENSG00000108599	11216	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AKAP12	HGNC:370	Q02952	ENSG00000131016	9590	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
AKAP5	HGNC:375	P24588	ENSG00000179841	9495	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
AKAP6	HGNC:376	Q13023	ENSG00000151320	9472	1	0	1	0	0	0	0	0	no	high	nuclear_envelope			m1_only
AKAP9	HGNC:379	Q99996	ENSG00000127914	10142	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
AKR1B10	HGNC:382	O60218	ENSG00000198074	57016	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AKR1B15	HGNC:37281	C9JRZ8	ENSG00000227471	441282	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AKT2	HGNC:392	P31751	ENSG00000105221	208	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
AKTIP	HGNC:16710	Q9H8T0	ENSG00000166971	64400	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ALDH3A1	HGNC:405	P30838	ENSG00000108602	218	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ALG10	HGNC:23162	Q5BKT4	ENSG00000139133	84920	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only
ALOX12	HGNC:429	P18054	ENSG00000108839	239	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ALOX15	HGNC:433	P16050	ENSG00000161905	246	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ALOX15B	HGNC:434	O15296	ENSG00000179593	247	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ALOXE3	HGNC:13743	Q9BYJ1	ENSG00000179148	59344	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AMDHD1	HGNC:28577	Q96NU7	ENSG00000139344	144193	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
AMELX	HGNC:461	Q99217	ENSG00000125363	265	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
AMER1	HGNC:26837	Q5JTC6	ENSG00000184675	139285	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
AMER2	HGNC:26360	Q8N7J2	ENSG00000165566	219287	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
AMOTL1	HGNC:17811	Q8IY63	ENSG00000166025	154810	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ANGPT1	HGNC:484	Q15389	ENSG00000154188	284	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
ANGPTL1	HGNC:489	O95841	ENSG00000116194	9068	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
ANGPTL3	HGNC:491	Q9Y5C1	ENSG00000132855	27329	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
ANK1	HGNC:492	P16157	ENSG00000029534	286	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
ANKIB1	HGNC:22215	Q9P2G1	ENSG00000001629	54467	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ANKRA2	HGNC:13208	Q9H9E1	ENSG00000164331	57763	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ANKRD42	HGNC:26752	Q8N9B4	ENSG00000137494	338699	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
ANKRD45	HGNC:24786	Q5TZF3	ENSG00000183831	339416	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ANXA4	HGNC:542	P09525	ENSG00000196975	307	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
AP2A1	HGNC:561	O95782	ENSG00000196961	160	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
AP2A2	HGNC:562	O94973	ENSG00000183020	161	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
AP2B1	HGNC:563	P63010	ENSG00000006125	163	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
AP2S1	HGNC:565	P53680	ENSG00000042753	1175	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
APBB1	HGNC:581	O00213	ENSG00000166313	322	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
APBB1IP	HGNC:17379	Q7Z5R6	ENSG00000077420	54518	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
APC2	HGNC:24036	O95996	ENSG00000115266	10297	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
APH1B	HGNC:24080	Q8WW43	ENSG00000138613	83464	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
APOA4	HGNC:602	P06727	ENSG00000110244	337	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
APOB	HGNC:603	P04114	ENSG00000084674	338	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
APOC3	HGNC:610	P02656	ENSG00000110245	345	1	0	0	0	0	1	0	0	no	high	secreted_only			m1_only
APPL1	HGNC:24035	Q9UKG1	ENSG00000157500	26060	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
APPL2	HGNC:18242	Q8NEU8	ENSG00000136044	55198	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ARAF	HGNC:646	P10398	ENSG00000078061	369	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARF1	HGNC:652	P84077	ENSG00000143761	375	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ARF4	HGNC:655	P18085	ENSG00000168374	378	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ARF6	HGNC:659	P62330	ENSG00000165527	382	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP12	HGNC:16348	Q8IWW6	ENSG00000165322	94134	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ARHGAP15	HGNC:21030	Q53QZ3	ENSG00000075884	55843	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP17	HGNC:18239	Q68EM7	ENSG00000140750	55114	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP19	HGNC:23724	Q14CB8	ENSG00000213390	84986	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP21	HGNC:23725	Q5T5U3	ENSG00000107863	57584	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP22	HGNC:30320	Q7Z5H3	ENSG00000128805	58504	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP23	HGNC:29293	Q9P227	ENSG00000275832	57636	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP24	HGNC:25361	Q8N264	ENSG00000138639	83478	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP25	HGNC:28951	P42331	ENSG00000163219	9938	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP28	HGNC:25509	Q9P2N2	ENSG00000088756	79822	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP29	HGNC:30207	Q52LW3	ENSG00000137962	9411	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP33	HGNC:23085	O14559	ENSG00000004777	115703	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP36	HGNC:26388	Q6ZRI8	ENSG00000147256	158763	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP40	HGNC:16226	Q5TG30	ENSG00000124143	343578	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGAP44	HGNC:29096	Q17R89	ENSG00000006740	9912	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
ARHGAP9	HGNC:14130	Q9BRR9	ENSG00000123329	64333	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF1	HGNC:681	Q92888	ENSG00000076928	9138	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF11	HGNC:14580	O15085	ENSG00000132694	9826	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF12	HGNC:14193	Q9NZN5	ENSG00000196914	23365	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF15	HGNC:15590	O94989	ENSG00000198844	22899	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF17	HGNC:21726	Q96PE2	ENSG00000110237	9828	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF2	HGNC:682	Q92974	ENSG00000116584	9181	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ARHGEF26	HGNC:24490	Q96DR7	ENSG00000114790	26084	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF28	HGNC:30322	Q8N1W1	ENSG00000214944	64283	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF40	HGNC:25516	Q8TER5	ENSG00000165801	55701	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF5	HGNC:13209	Q12774	ENSG00000050327	7984	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARHGEF6	HGNC:685	Q15052	ENSG00000129675	9459	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARID5B	HGNC:17362	Q14865	ENSG00000150347	84159	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
ARL13B	HGNC:25419	Q3SXY8	ENSG00000169379	200894	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
ARL2	HGNC:693	P36404	ENSG00000213465	402	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
ARL4C	HGNC:698	P56559	ENSG00000188042	10123	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARL9	HGNC:23592	Q6T311	ENSG00000196503	132946	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARPC1A	HGNC:703	Q92747	ENSG00000241685	10552	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARPC5	HGNC:708	O15511	ENSG00000162704	10092	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARRB2	HGNC:712	P32121	ENSG00000141480	409	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ARVCF	HGNC:728	O00192	ENSG00000099889	421	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ASAP2	HGNC:2721	O43150	ENSG00000151693	8853	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
ASB5	HGNC:17180	Q8WWX0	ENSG00000164122	140458	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ASH2L	HGNC:744	Q9UBL3	ENSG00000129691	9070	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
ASPM	HGNC:19048	Q8IZT6	ENSG00000066279	259266	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ASPN	HGNC:14872	Q9BXN1	ENSG00000106819	54829	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
ASPRV1	HGNC:26321	Q53RT3	ENSG00000244617	151516	1	1	0	0	0	0	0	0	no	high	cytoplasmic			m1_only
ATG3	HGNC:20962	Q9NT62	ENSG00000144848	64422	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATG7	HGNC:16935	O95352	ENSG00000197548	10533	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATG9A	HGNC:22408	Q7Z3C6	ENSG00000198925	79065	1	0	0	1	0	0	1	0	no	high	endomembrane_resident			m1_only
ATIC	HGNC:794	P31939	ENSG00000138363	471	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATOX1	HGNC:798	O00244	ENSG00000177556	475	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATP10A	HGNC:13542	O60312	ENSG00000206190	57194	1	1	0	0	0	0	0	0	no	high	other	no	high	m1_only
ATP13A2	HGNC:30213	Q9NQ11	ENSG00000159363	23400	1	0	0	1	0	0	1	0	no	high	endomembrane_resident			m1_only
ATP23	HGNC:29452	Q9Y6H3	ENSG00000166896	91419	1	0	0	0	0	1	0	0	no	high	mitochondrial_internal			m1_only
ATP6V0D1	HGNC:13724	P61421	ENSG00000159720	9114	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
ATP6V1D	HGNC:13527	Q9Y5K8	ENSG00000100554	51382	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATP6V1G1	HGNC:864	O75348	ENSG00000136888	9550	1	1	0	0	0	0	0	0	no	high	cytoplasmic			m1_only
ATP6V1H	HGNC:18303	Q9UI12	ENSG00000047249	51606	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATP9A	HGNC:13540	O75110	ENSG00000054793	10079	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only
ATP9B	HGNC:13541	O43861	ENSG00000166377	374868	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only
ATXN10	HGNC:10549	Q9UBB4	ENSG00000130638	25814	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATXN3	HGNC:7106	P54252	ENSG00000066427	4287	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ATXN7L3	HGNC:25416	Q14CW9	ENSG00000087152	56970	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
AXIN1	HGNC:903	O15169	ENSG00000103126	8312	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
B3GALT2	HGNC:917	O43825	ENSG00000162630	8707	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
BAG5	HGNC:941	Q9UL15	ENSG00000166170	9529	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BAIAP2L1	HGNC:21649	Q9UHR4	ENSG00000006453	55971	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
BANK1	HGNC:18233	Q8NDB2	ENSG00000153064	55024	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BASP1	HGNC:957	P80723	ENSG00000176788	10409	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
BAX	HGNC:959	Q07812	ENSG00000087088	581	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BBIP1	HGNC:28093	A8MTZ0	ENSG00000214413	92482	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BBOF1	HGNC:19855	Q8ND07	ENSG00000119636	80127	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BBS1	HGNC:966	Q8NFJ9	ENSG00000174483	582	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BBS2	HGNC:967	Q9BXC9	ENSG00000125124	583	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BBS4	HGNC:969	Q96RK4	ENSG00000140463	585	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BBS5	HGNC:970	Q8N3I7	ENSG00000163093	129880	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BBS7	HGNC:18758	Q8IWZ6	ENSG00000138686	55212	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BBS9	HGNC:30000	Q3SYG4	ENSG00000122507	27241	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BCAR1	HGNC:971	P56945	ENSG00000050820	9564	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
BCAR3	HGNC:973	O75815	ENSG00000137936	8412	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BCHE	HGNC:983	P06276	ENSG00000114200	590	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
BCL2L12	HGNC:13787	Q9HB09	ENSG00000126453	83596	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BCL6B	HGNC:1002	Q8N143	ENSG00000161940	255877	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
BCR	HGNC:1014	P11274	ENSG00000186716	613	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BDNF	HGNC:1033	P23560	ENSG00000176697	627	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
BEND6	HGNC:20871	Q5SZJ8	ENSG00000151917	221336	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
BFSP1	HGNC:1040	Q12934	ENSG00000125864	631	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BIN1	HGNC:1052	O00499	ENSG00000136717	274	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
BIRC2	HGNC:590	Q13490	ENSG00000110330	329	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
BLNK	HGNC:14211	Q8WV28	ENSG00000095585	29760	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BMP2	HGNC:1069	P12643	ENSG00000125845	650	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
BRAF	HGNC:1097	P15056	ENSG00000157764	673	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BRK1	HGNC:23057	Q8WUW1	ENSG00000254999	55845	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BSDC1	HGNC:25501	Q9NW68	ENSG00000160058	55108	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BTBD18	HGNC:37214	B2RXH4	ENSG00000233436	643376	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
BTK	HGNC:1133	Q06187	ENSG00000010671	695	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
BTRC	HGNC:1144	Q9Y297	ENSG00000166167	8945	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
BZW2	HGNC:18808	Q9Y6E2	ENSG00000136261	28969	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
C1QA	HGNC:1241	P02745	ENSG00000173372	712	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only
C1QC	HGNC:1245	P02747	ENSG00000159189	714	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only
C1R	HGNC:1246	P00736	ENSG00000159403	715	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only
C1S	HGNC:1247	P09871	ENSG00000182326	716	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only
C2	HGNC:1248	P06681	ENSG00000166278	717	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only
C4B	HGNC:1324	P0C0L5	ENSG00000224389	721	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only
C4BPA	HGNC:1325	P04003	ENSG00000123838	722	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
C4BPB	HGNC:1328	P20851	ENSG00000123843	725	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
CACNB1	HGNC:1401	Q02641	ENSG00000067191	782	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CACNB2	HGNC:1402	Q08289	ENSG00000165995	783	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CACNB3	HGNC:1403	P54284	ENSG00000167535	784	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CACNB4	HGNC:1404	O00305	ENSG00000182389	785	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CALD1	HGNC:1441	Q05682	ENSG00000122786	800	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CALML5	HGNC:18180	Q9NZT1	ENSG00000178372	51806	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CALN1	HGNC:13248	Q9BXU9	ENSG00000183166	83698	1	1	0	0	0	0	0	0	no	high	cytoplasmic			m1_only
CALU	HGNC:1458	O43852	ENSG00000128595	813	1	0	0	0	1	0	0	0	no	high	endomembrane_resident			m1_only
CAMK2D	HGNC:1462	Q13557	ENSG00000145349	817	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CAMK2G	HGNC:1463	Q13555	ENSG00000148660	818	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CAP2	HGNC:20039	P40123	ENSG00000112186	10486	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CAPN3	HGNC:1480	P20807	ENSG00000092529	825	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CAPN5	HGNC:1482	O15484	ENSG00000149260	726	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CAPNS1	HGNC:1481	P04632	ENSG00000126247	826	1	0	0	0	1	0	0	0	no	high	cytoplasmic			m1_only
CAPSL	HGNC:28375	Q8WWF8	ENSG00000152611	133690	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CARMIL1	HGNC:21581	Q5VZK9	ENSG00000079691	55604	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CARMIL2	HGNC:27089	Q6F5E8	ENSG00000159753	146206	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CASK	HGNC:1497	O14936	ENSG00000147044	8573	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CASKIN2	HGNC:18200	Q8WXE0	ENSG00000177303	57513	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CASP10	HGNC:1500	Q92851	ENSG00000003400	843	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CASP3	HGNC:1504	P42574	ENSG00000164305	836	1	0	1	0	0	0	0	1	no	high	cytoplasmic			m1_only
CASP4	HGNC:1505	P49662	ENSG00000196954	837	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CASP7	HGNC:1508	P55210	ENSG00000165806	840	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CASP8	HGNC:1509	Q14790	ENSG00000064012	841	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CBL	HGNC:1541	P22681	ENSG00000110395	867	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CBLIF	HGNC:4268	P27352	ENSG00000134812	2694	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
CCDC112	HGNC:28599	Q8NEF3	ENSG00000164221	153733	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCDC15	HGNC:25798	Q0P6D6	ENSG00000149548	80071	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCDC32	HGNC:28295	Q9BV29	ENSG00000128891	90416	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCDC59	HGNC:25005	Q9P031	ENSG00000133773	29080	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CCDC63	HGNC:26669	Q8NA47	ENSG00000173093	160762	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCDC69	HGNC:24487	A6NI79	ENSG00000198624	26112	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCDC8	HGNC:25367	Q9H0W5	ENSG00000169515	83987	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCDC88A	HGNC:25523	Q3V6T2	ENSG00000115355	55704	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CCDC88C	HGNC:19967	Q9P219	ENSG00000015133	440193	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
