hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_surface_flag	go_surface_flag	hpa_surface_flag	surfy_surface_flag	cspa_surface_flag	n_sources_surface	sonnet_verdict	sonnet_reason	universe_version	verdict_source
HGNC:56	ABCC5	O15440	ENSG00000114770	10057	1	1	1	1	1	5	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:57	ABCC6	O95255	ENSG00000091262	368	1	1	1	0	0	3	no	other	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:59	ABCC8	Q09428	ENSG00000006071	6833	1	1	0	0	0	2	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:60	ABCC9	O60706	ENSG00000069431	10060	1	1	1	1	0	4	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:61	ABCD1	P33897	ENSG00000101986	215	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:66	ABCD2	Q9UBJ2	ENSG00000173208	225	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:67	ABCD3	P28288	ENSG00000117528	5825	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:68	ABCD4	O14678	ENSG00000119688	5826	0	1	0	0	0	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:69	ABCE1	P61221	ENSG00000164163	6059	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:70	ABCF1	Q8NE71	ENSG00000204574	23	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:71	ABCF2	Q9UG63	ENSG00000033050	10061	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:72	ABCF3	Q9NUQ8	ENSG00000161204	55324	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:73	ABCG1	P45844	ENSG00000160179	9619	1	1	0	0	0	2	contextual	cell_state_induced	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:74	ABCG2	Q9UNQ0	ENSG00000118777	9429	1	1	1	1	0	4	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13884	ABCG4	Q9H172	ENSG00000172350	64137	1	0	0	1	0	2	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13886	ABCG5	Q9H222	ENSG00000138075	64240	1	1	0	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13887	ABCG8	Q9H221	ENSG00000143921	64241	1	1	0	0	0	2	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17553	ABHD1	Q96SE0	ENSG00000143994	84696	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25656	ABHD10	Q9NUJ1	ENSG00000144827	55347	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16407	ABHD11	Q8NFV4	ENSG00000106077	83451	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15868	ABHD12	Q8N2K0	ENSG00000100997	26090	1	0	0	0	0	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19837	ABHD12B	Q7Z5M8	ENSG00000131969	145447	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:20293	ABHD13	Q7L211	ENSG00000139826	84945	0	0	0	0	0	0	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24538	ABHD14A	Q9BUJ0	ENSG00000248487	25864	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28235	ABHD14B	Q96IU4	ENSG00000114779	84836	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:26971	ABHD15	Q6UXT9	ENSG00000168792	116236	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13921	ABHD16A	O95870	ENSG00000204427	7920	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16128	ABHD16B	Q9H3Z7	ENSG00000183260	140701	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28756	ABHD17A	Q96GS6	ENSG00000129968	81926	0	0	0	0	0	0	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24278	ABHD17B	Q5VST6	ENSG00000107362	51104	0	0	0	0	0	0	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:26925	ABHD17C	Q6PCB6	ENSG00000136379	58489	0	0	0	0	0	0	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:26111	ABHD18	Q0P651	ENSG00000164074	80167	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18717	ABHD2	P08910	ENSG00000140526	11057	1	1	0	0	0	2	yes	classical_surface_receptor	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18718	ABHD3	Q8WU67	ENSG00000158201	171586	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:20154	ABHD4	Q8TB40	ENSG00000100439	63874	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21396	ABHD5	Q8WTS1	ENSG00000011198	51099	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21398	ABHD6	Q9BV23	ENSG00000163686	57406	1	1	0	0	0	2	contextual	lysosomal_exocytosis	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23759	ABHD8	Q96I13	ENSG00000127220	79575	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:11320	ABI1	Q8IZP0	ENSG00000136754	10006	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24011	ABI2	Q9NYB9	ENSG00000138443	10152	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29859	ABI3	Q9P2A4	ENSG00000108798	51225	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17265	ABI3BP	Q7Z7G0	ENSG00000154175	25890	0	0	0	0	1	1	contextual	stable_surface_attachment	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:1364	ABITRAM	Q9NX38	ENSG00000119328	54942	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:76	ABL1	P00519	ENSG00000097007	25	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:77	ABL2	P42684	ENSG00000143322	27	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:78	ABLIM1	O14639	ENSG00000099204	3983	0	0	0	0	0	0	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19195	ABLIM2	Q6H8Q1	ENSG00000163995	84448	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29132	ABLIM3	O94929	ENSG00000173210	22885	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:79	ABO	P16442	ENSG00000175164	28	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:81	ABR	Q12979	ENSG00000159842	29	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:30655	ABRA	Q8N0Z2	ENSG00000174429	137735	0	0	0	0	0	0	contextual	tissue_restricted_surface	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21230	ABRACL	Q9P1F3	ENSG00000146386	58527	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25829	ABRAXAS1	Q6UWZ7	ENSG00000163322	84142	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28975	ABRAXAS2	Q15018	ENSG00000165660	23172	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17369	ABT1	Q9ULW3	ENSG00000146109	29777	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18275	ABTB1	Q969K4	ENSG00000114626	80325	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23842	ABTB2	Q8N961	ENSG00000166016	25841	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23844	ABTB3	A6QL63	ENSG00000151136	121551	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:82	ACAA1	P09110	ENSG00000060971	30	0	0	0	0	1	1	no	other	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:83	ACAA2	P42765	ENSG00000167315	10449	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:84	ACACA	Q13085	ENSG00000278540	31	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:85	ACACB	O00763	ENSG00000076555	32	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21597	ACAD10	Q6JQN1	ENSG00000111271	80724	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:30211	ACAD11	Q709F0	ENSG00000240303	84129	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:87	ACAD8	Q9UKU7	ENSG00000151498	27034	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21497	ACAD9	Q9H845	ENSG00000177646	28976	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:88	ACADL	P28330	ENSG00000115361	33	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:89	ACADM	P11310	ENSG00000117054	34	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:90	ACADS	P16219	ENSG00000122971	35	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:91	ACADSB	P45954	ENSG00000196177	36	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:92	ACADVL	P49748	ENSG00000072778	37	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:319	ACAN	P16112	ENSG00000157766	176	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16467	ACAP1	Q15027	ENSG00000072818	9744	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16469	ACAP2	Q15057	ENSG00000114331	23527	0	0	0	0	0	0	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16754	ACAP3	Q96P50	ENSG00000131584	116983	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:93	ACAT1	P24752	ENSG00000075239	38	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:94	ACAT2	Q9BWD1	ENSG00000120437	39	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15453	ACBD3	Q9H3P7	ENSG00000182827	64746	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23337	ACBD4	Q8NC06	ENSG00000181513	79777	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23338	ACBD5	Q5T8D3	ENSG00000107897	91452	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23339	ACBD6	Q9BR61	ENSG00000230124	84320	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17715	ACBD7	Q8N6N7	ENSG00000176244	414149	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23989	ACCS	Q96QU6	ENSG00000110455	84680	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:34391	ACCSL	Q4AC99	ENSG00000205126	390110	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25070	ACD	Q96AP0	ENSG00000102977	65057	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:2707	ACE	P12821	ENSG00000159640	1636	1	1	0	1	1	4	yes	classical_surface_receptor	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13557	ACE2	Q9BYF1	ENSG00000130234	59272	1	1	0	1	0	3	yes	classical_surface_receptor	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18356	ACER1	Q8TDN7	ENSG00000167769	125981	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23675	ACER2	Q5QJU3	ENSG00000177076	340485	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16066	ACER3	Q9NUN7	ENSG00000078124	55331	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:108	ACHE	P22303	ENSG00000087085	43	0	0	0	1	1	2	yes	gpi_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17066	ACIN1	Q9UKV3	ENSG00000100813	22985	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4035	ACKR1	Q16570	ENSG00000213088	2532	1	0	0	1	0	2	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:1565	ACKR2	O00590	ENSG00000144648	1238	1	1	0	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23692	ACKR3	P25106	ENSG00000144476	57007	1	1	1	1	1	5	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:1611	ACKR4	Q9NPB9	ENSG00000129048	51554	1	1	0	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13708	ACKR5	O15218	ENSG00000166856	11318	1	0	0	1	0	2	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:115	ACLY	P53396	ENSG00000131473	47	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19288	ACMSD	Q8TDX5	ENSG00000153086	130013	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:117	ACO1	P21399	ENSG00000122729	48	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:118	ACO2	Q99798	ENSG00000100412	50	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:33904	ACOD1	A6NK06	ENSG00000102794	730249	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:33128	ACOT1	Q86TX2	ENSG00000184227	641371	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18156	ACOT11	Q8WXI4	ENSG00000162390	26027	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24436	ACOT12	Q8WYK0	ENSG00000172497	134526	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:20999	ACOT13	Q9NPJ3	ENSG00000112304	55856	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18431	ACOT2	P49753	ENSG00000119673	10965	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19748	ACOT4	Q8N9L9	ENSG00000177465	122970	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:33159	ACOT6	Q3I5F7	ENSG00000205669	641372	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24157	ACOT7	O00154	ENSG00000097021	11332	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15919	ACOT8	O14734	ENSG00000101473	10005	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
